arbres,tr,nb,outg,outs,outc
2261,tree1,100,10,2,0
2262,tree1,100,10,2,0
2263,tree1,100,10,2,0
2264,tree1,100,10,2,0
2265,tree1,100,10,2,0
2266,tree1,100,10,2,0
2267,tree1,100,10,2,0
2268,tree1,100,10,2,0
2269,tree1,100,10,2,0
2270,tree1,100,10,2,0
2271,tree1,100,10,2,0
2272,tree1,100,10,2,0
2273,tree1,100,10,2,0
2274,tree1,100,10,2,0
2275,tree1,100,10,2,0
2276,tree1,100,10,2,0
2277,tree1,100,10,2,0
2278,tree1,100,10,2,0
2279,tree1,100,10,2,0
2280,tree1,100,10,2,0
2281,tree1,100,10,2,0
2282,tree1,100,10,2,0
2283,tree1,100,10,2,0
2284,tree1,100,10,2,0
2285,tree1,100,10,2,0
2286,tree1,100,10,2,0
2287,tree1,100,10,2,0
2288,tree1,100,10,2,0
2289,tree1,100,10,2,0
2290,tree1,100,10,2,0
2291,tree1,100,10,2,0
2292,tree1,100,10,2,0
2293,tree1,100,10,2,0
2294,tree1,100,10,2,0
2295,tree1,100,10,2,0
2296,tree1,100,10,2,0
2297,tree1,100,10,2,0
2298,tree1,100,10,2,0
2299,tree1,100,10,2,0
2300,tree1,100,10,2,0
2301,tree2,100,10,2,0
2302,tree2,100,10,2,0
2303,tree2,100,10,2,0
2304,tree2,100,10,2,0
2305,tree2,100,10,2,0
2306,tree2,100,10,2,0
2307,tree2,100,10,2,0
2308,tree2,100,10,2,0
2309,tree2,100,10,2,0
2310,tree2,100,10,2,0
2311,tree2,100,10,2,0
2312,tree2,100,10,2,0
2313,tree2,100,10,2,0
2314,tree2,100,10,2,0
2315,tree2,100,10,2,0
2316,tree2,100,10,2,0
2317,tree2,100,10,2,0
2318,tree2,100,10,2,0
2319,tree2,100,10,2,0
2320,tree2,100,10,2,0
2321,tree2,100,10,2,0
2322,tree2,100,10,2,0
2323,tree2,100,10,2,0
2324,tree2,100,10,2,0
2325,tree2,100,10,2,0
2326,tree2,100,10,2,0
2327,tree2,100,10,2,0
2328,tree2,100,10,2,0
2329,tree2,100,10,2,0
2330,tree2,100,10,2,0
2331,tree2,100,10,2,0
2332,tree2,100,10,2,0
2333,tree2,100,10,2,0
2334,tree2,100,10,2,0
2335,tree2,100,10,2,0
2336,tree2,100,10,2,0
2337,tree2,100,10,2,0
2338,tree2,100,10,2,0
2339,tree2,100,10,2,0
2340,tree2,100,10,2,0
2341,tree2,100,10,2,0
2342,tree2,100,10,2,0
2343,tree2,100,10,2,0
2344,tree2,100,10,2,0
2345,tree2,100,10,2,0
2346,tree2,100,10,2,0
2347,tree2,100,10,2,0
2348,tree2,100,10,2,0
2349,tree2,100,10,2,0
2350,tree2,100,10,2,0
2351,tree3,100,10,2,0
2352,tree3,100,10,2,0
2353,tree3,100,10,2,0
2354,tree3,100,10,2,0
2355,tree3,100,10,2,0
2356,tree3,100,10,2,0
2357,tree3,100,10,2,0
2358,tree3,100,10,2,0
2359,tree3,100,10,2,0
2360,tree3,100,10,2,0
2361,tree3,100,10,2,0
2362,tree3,100,10,2,0
2363,tree3,100,10,2,0
2364,tree3,100,10,2,0
2365,tree3,100,10,2,0
2366,tree3,100,10,2,0
2367,tree3,100,10,2,0
2368,tree3,100,10,2,0
2369,tree3,100,10,2,0
2370,tree3,100,10,2,0
2371,tree3,100,10,2,0
2372,tree3,100,10,2,0
2373,tree3,100,10,2,0
2374,tree3,100,10,2,0
2375,tree3,100,10,2,0
2376,tree3,100,10,2,0
2377,tree3,100,10,2,0
2378,tree3,100,10,2,0
2379,tree3,100,10,2,0
2380,tree3,100,10,2,0
2381,tree3,100,10,2,0
2382,tree3,100,10,2,0
2383,tree3,100,10,2,0
2384,tree3,100,10,2,0
2385,tree3,100,10,2,0
2386,tree3,100,10,2,0
2387,tree3,100,10,2,0
2388,tree3,100,10,2,0
2389,tree3,100,10,2,0
2390,tree3,100,10,2,0
2391,tree3,100,10,2,0
2392,tree3,100,10,2,0
2393,tree3,100,10,2,0
2394,tree3,100,10,2,0
2395,tree3,100,10,2,0
2396,tree3,100,10,2,0
2397,tree3,100,10,2,0
2398,tree3,100,10,2,0
2399,tree3,100,10,2,0
2400,tree3,100,10,2,0
2401,tree1,100,20,2,0
2402,tree1,100,20,2,0
2403,tree1,100,20,2,0
2404,tree1,100,20,2,0
2405,tree1,100,20,2,0
2406,tree1,100,20,2,0
2407,tree1,100,20,2,0
2408,tree1,100,20,2,0
2409,tree1,100,20,2,0
2410,tree1,100,20,2,0
2411,tree1,100,20,2,0
2412,tree1,100,20,2,0
2413,tree1,100,20,2,0
2414,tree1,100,20,2,0
2415,tree1,100,20,2,0
2416,tree1,100,20,2,0
2417,tree1,100,20,2,0
2418,tree1,100,20,2,0
2419,tree1,100,20,2,0
2420,tree1,100,20,2,0
2421,tree1,100,20,2,0
2422,tree1,100,20,2,0
2423,tree1,100,20,2,0
2424,tree1,100,20,2,0
2425,tree1,100,20,2,0
2426,tree1,100,20,2,0
2427,tree1,100,20,2,0
2428,tree1,100,20,2,0
2429,tree1,100,20,2,0
2430,tree1,100,20,2,0
2431,tree1,100,20,2,0
2432,tree1,100,20,2,0
2433,tree1,100,20,2,0
2434,tree1,100,20,2,0
2435,tree1,100,20,2,0
2436,tree1,100,20,2,0
2437,tree1,100,20,2,0
2438,tree1,100,20,2,0
2439,tree1,100,20,2,0
2440,tree1,100,20,2,0
2441,tree1,100,20,2,0
2442,tree1,100,20,2,0
2443,tree1,100,20,2,0
2444,tree1,100,20,2,0
2445,tree1,100,20,2,0
2446,tree1,100,20,2,0
2447,tree1,100,20,2,0
2448,tree1,100,20,2,0
2449,tree1,100,20,2,0
2450,tree1,100,20,2,0
2451,tree2,100,20,2,0
2452,tree2,100,20,2,0
2453,tree2,100,20,2,0
2454,tree2,100,20,2,0
2455,tree2,100,20,2,0
2456,tree2,100,20,2,0
2457,tree2,100,20,2,0
2458,tree2,100,20,2,0
2459,tree2,100,20,2,0
2460,tree2,100,20,2,0
2461,tree2,100,20,2,0
2462,tree2,100,20,2,0
2463,tree2,100,20,2,0
2464,tree2,100,20,2,0
2465,tree2,100,20,2,0
2466,tree2,100,20,2,0
2467,tree2,100,20,2,0
2468,tree2,100,20,2,0
2469,tree2,100,20,2,0
2470,tree2,100,20,2,0
2471,tree2,100,20,2,0
2472,tree2,100,20,2,0
2473,tree2,100,20,2,0
2474,tree2,100,20,2,0
2475,tree2,100,20,2,0
2476,tree2,100,20,2,0
2477,tree2,100,20,2,0
2478,tree2,100,20,2,0
2479,tree2,100,20,2,0
2480,tree2,100,20,2,0
2481,tree2,100,20,2,0
2482,tree2,100,20,2,0
2483,tree2,100,20,2,0
2484,tree2,100,20,2,0
2485,tree2,100,20,2,0
2486,tree2,100,20,2,0
2487,tree2,100,20,2,0
2488,tree2,100,20,2,0
2489,tree2,100,20,2,0
2490,tree2,100,20,2,0
2491,tree2,100,20,2,0
2492,tree2,100,20,2,0
2493,tree2,100,20,2,0
2494,tree2,100,20,2,0
2495,tree2,100,20,2,0
2496,tree2,100,20,2,0
2497,tree2,100,20,2,0
2498,tree2,100,20,2,0
2499,tree2,100,20,2,0
2500,tree2,100,20,2,0
2501,tree3,100,20,2,0
2502,tree3,100,20,2,0
2503,tree3,100,20,2,0
2504,tree3,100,20,2,0
2505,tree3,100,20,2,0
2506,tree3,100,20,2,0
2507,tree3,100,20,2,0
2508,tree3,100,20,2,0
2509,tree3,100,20,2,0
2510,tree3,100,20,2,0
2511,tree3,100,20,2,0
2512,tree3,100,20,2,0
2513,tree3,100,20,2,0
2514,tree3,100,20,2,0
2515,tree3,100,20,2,0
2516,tree3,100,20,2,0
2517,tree3,100,20,2,0
2518,tree3,100,20,2,0
2519,tree3,100,20,2,0
2520,tree3,100,20,2,0
2521,tree3,100,20,2,0
2522,tree3,100,20,2,0
2523,tree3,100,20,2,0
2524,tree3,100,20,2,0
2525,tree3,100,20,2,0
2526,tree3,100,20,2,0
2527,tree3,100,20,2,0
2528,tree3,100,20,2,0
2529,tree3,100,20,2,0
2530,tree3,100,20,2,0
2531,tree3,100,20,2,0
2532,tree3,100,20,2,0
2533,tree3,100,20,2,0
2534,tree3,100,20,2,0
2535,tree3,100,20,2,0
2536,tree3,100,20,2,0
2537,tree3,100,20,2,0
2538,tree3,100,20,2,0
2539,tree3,100,20,2,0
2540,tree3,100,20,2,0
2541,tree3,100,20,2,0
2542,tree3,100,20,2,0
2543,tree3,100,20,2,0
2544,tree3,100,20,2,0
2545,tree3,100,20,2,0
2546,tree3,100,20,2,0
2547,tree3,100,20,2,0
2548,tree3,100,20,2,0
2549,tree3,100,20,2,0
2550,tree3,100,20,2,0
2551,tree1,100,50,2,0
2552,tree1,100,50,2,0
2553,tree1,100,50,2,0
2554,tree1,100,50,2,0
2555,tree1,100,50,2,0
2556,tree1,100,50,2,0
2557,tree1,100,50,2,0
2558,tree1,100,50,2,0
2559,tree1,100,50,2,0
2560,tree1,100,50,2,0
2561,tree1,100,50,2,0
2562,tree1,100,50,2,0
2563,tree1,100,50,2,0
2564,tree1,100,50,2,0
2565,tree1,100,50,2,0
2566,tree1,100,50,2,0
2567,tree1,100,50,2,0
2568,tree1,100,50,2,0
2569,tree1,100,50,2,0
2570,tree1,100,50,2,0
2571,tree1,100,50,2,0
2572,tree1,100,50,2,0
2573,tree1,100,50,2,0
2574,tree1,100,50,2,0
2575,tree1,100,50,2,0
2576,tree1,100,50,2,0
2577,tree1,100,50,2,0
2578,tree1,100,50,2,0
2579,tree1,100,50,2,0
2580,tree1,100,50,2,0
2581,tree1,100,50,2,0
2582,tree1,100,50,2,0
2583,tree1,100,50,2,0
2584,tree1,100,50,2,0
2585,tree1,100,50,2,0
2586,tree1,100,50,2,0
2587,tree1,100,50,2,0
2588,tree1,100,50,2,0
2589,tree1,100,50,2,0
2590,tree1,100,50,2,0
2591,tree1,100,50,2,0
2592,tree1,100,50,2,0
2593,tree1,100,50,2,0
2594,tree1,100,50,2,0
2595,tree1,100,50,2,0
2596,tree1,100,50,2,0
2597,tree1,100,50,2,0
2598,tree1,100,50,2,0
2599,tree1,100,50,2,0
2600,tree1,100,50,2,0
2601,tree2,100,50,2,0
2602,tree2,100,50,2,0
2603,tree2,100,50,2,0
2604,tree2,100,50,2,0
2605,tree2,100,50,2,0
2606,tree2,100,50,2,0
2607,tree2,100,50,2,0
2608,tree2,100,50,2,0
2609,tree2,100,50,2,0
2610,tree2,100,50,2,0
2611,tree2,100,50,2,0
2612,tree2,100,50,2,0
2613,tree2,100,50,2,0
2614,tree2,100,50,2,0
2615,tree2,100,50,2,0
2616,tree2,100,50,2,0
2617,tree2,100,50,2,0
2618,tree2,100,50,2,0
2619,tree2,100,50,2,0
2620,tree2,100,50,2,0
2621,tree2,100,50,2,0
2622,tree2,100,50,2,0
2623,tree2,100,50,2,0
2624,tree2,100,50,2,0
2625,tree2,100,50,2,0
2626,tree2,100,50,2,0
2627,tree2,100,50,2,0
2628,tree2,100,50,2,0
2629,tree2,100,50,2,0
2630,tree2,100,50,2,0
2631,tree2,100,50,2,0
2632,tree2,100,50,2,0
2633,tree2,100,50,2,0
2634,tree2,100,50,2,0
2635,tree2,100,50,2,0
2636,tree2,100,50,2,0
2637,tree2,100,50,2,0
2638,tree2,100,50,2,0
2639,tree2,100,50,2,0
2640,tree2,100,50,2,0
2641,tree2,100,50,2,0
2642,tree2,100,50,2,0
2643,tree2,100,50,2,0
2644,tree2,100,50,2,0
2645,tree2,100,50,2,0
2646,tree2,100,50,2,0
2647,tree2,100,50,2,0
2648,tree2,100,50,2,0
2649,tree2,100,50,2,0
2650,tree2,100,50,2,0
2651,tree3,100,50,2,0
2652,tree3,100,50,2,0
2653,tree3,100,50,2,0
2654,tree3,100,50,2,0
2655,tree3,100,50,2,0
2656,tree3,100,50,2,0
2657,tree3,100,50,2,0
2658,tree3,100,50,2,0
2659,tree3,100,50,2,0
2660,tree3,100,50,2,0
2661,tree3,100,50,2,0
2662,tree3,100,50,2,0
2663,tree3,100,50,2,0
2664,tree3,100,50,2,0
2665,tree3,100,50,2,0
2666,tree3,100,50,2,0
2667,tree3,100,50,2,0
2668,tree3,100,50,2,0
2669,tree3,100,50,2,0
2670,tree3,100,50,2,0
2671,tree3,100,50,2,0
2672,tree3,100,50,2,0
2673,tree3,100,50,2,0
2674,tree3,100,50,2,0
2675,tree3,100,50,2,0
2676,tree3,100,50,2,0
2677,tree3,100,50,2,0
2678,tree3,100,50,2,0
2679,tree3,100,50,2,0
2680,tree3,100,50,2,0
2681,tree3,100,50,2,0
2682,tree3,100,50,2,0
2683,tree3,100,50,2,0
2684,tree3,100,50,2,0
2685,tree3,100,50,2,0
2686,tree3,100,50,2,0
2687,tree3,100,50,2,0
2688,tree3,100,50,2,0
2689,tree3,100,50,2,0
2690,tree3,100,50,2,0
2691,tree3,100,50,2,0
2692,tree3,100,50,2,0
2693,tree3,100,50,2,0
2694,tree3,100,50,2,0
2695,tree3,100,50,2,0
2696,tree3,100,50,2,0
2697,tree3,100,50,2,0
2698,tree3,100,50,2,0
2699,tree3,100,50,2,0
2700,tree3,100,50,2,0
2701,tree1,100,0,5,0
2702,tree1,100,0,5,0
2703,tree1,100,0,5,0
2704,tree1,100,0,5,0
2705,tree1,100,0,5,0
2706,tree1,100,0,5,0
2707,tree1,100,0,5,0
2708,tree1,100,0,5,0
2709,tree1,100,0,5,0
2710,tree1,100,0,5,0
2711,tree1,100,0,5,0
2712,tree1,100,0,5,0
2713,tree1,100,0,5,0
2714,tree1,100,0,5,0
2715,tree1,100,0,5,0
2716,tree1,100,0,5,0
2717,tree1,100,0,5,0
2718,tree1,100,0,5,0
2719,tree1,100,0,5,0
2720,tree1,100,0,5,0
2721,tree1,100,0,5,0
2722,tree1,100,0,5,0
2723,tree1,100,0,5,0
2724,tree1,100,0,5,0
2725,tree1,100,0,5,0
2726,tree1,100,0,5,0
2727,tree1,100,0,5,0
2728,tree1,100,0,5,0
2729,tree1,100,0,5,0
2730,tree1,100,0,5,0
2731,tree1,100,0,5,0
2732,tree1,100,0,5,0
2733,tree1,100,0,5,0
2734,tree1,100,0,5,0
2735,tree1,100,0,5,0
2736,tree1,100,0,5,0
2737,tree1,100,0,5,0
2738,tree1,100,0,5,0
2739,tree1,100,0,5,0
2740,tree1,100,0,5,0
2741,tree1,100,0,5,0
2742,tree1,100,0,5,0
2743,tree1,100,0,5,0
2744,tree1,100,0,5,0
2745,tree1,100,0,5,0
2746,tree1,100,0,5,0
2747,tree1,100,0,5,0
2748,tree1,100,0,5,0
2749,tree1,100,0,5,0
2750,tree1,100,0,5,0
2751,tree2,100,0,5,0
2752,tree2,100,0,5,0
2753,tree2,100,0,5,0
2754,tree2,100,0,5,0
2755,tree2,100,0,5,0
2756,tree2,100,0,5,0
2757,tree2,100,0,5,0
2758,tree2,100,0,5,0
2759,tree2,100,0,5,0
2760,tree2,100,0,5,0
2761,tree2,100,0,5,0
2762,tree2,100,0,5,0
2763,tree2,100,0,5,0
2764,tree2,100,0,5,0
2765,tree2,100,0,5,0
2766,tree2,100,0,5,0
2767,tree2,100,0,5,0
2768,tree2,100,0,5,0
2769,tree2,100,0,5,0
2770,tree2,100,0,5,0
2771,tree2,100,0,5,0
2772,tree2,100,0,5,0
2773,tree2,100,0,5,0
2774,tree2,100,0,5,0
2775,tree2,100,0,5,0
2776,tree2,100,0,5,0
2777,tree2,100,0,5,0
2778,tree2,100,0,5,0
2779,tree2,100,0,5,0
2780,tree2,100,0,5,0
2781,tree2,100,0,5,0
2782,tree2,100,0,5,0
2783,tree2,100,0,5,0
2784,tree2,100,0,5,0
2785,tree2,100,0,5,0
2786,tree2,100,0,5,0
2787,tree2,100,0,5,0
2788,tree2,100,0,5,0
2789,tree2,100,0,5,0
2790,tree2,100,0,5,0
2791,tree2,100,0,5,0
2792,tree2,100,0,5,0
2793,tree2,100,0,5,0
2794,tree2,100,0,5,0
2795,tree2,100,0,5,0
2796,tree2,100,0,5,0
2797,tree2,100,0,5,0
2798,tree2,100,0,5,0
2799,tree2,100,0,5,0
2800,tree2,100,0,5,0
2801,tree3,100,0,5,0
2802,tree3,100,0,5,0
2803,tree3,100,0,5,0
2804,tree3,100,0,5,0
2805,tree3,100,0,5,0
2806,tree3,100,0,5,0
2807,tree3,100,0,5,0
2808,tree3,100,0,5,0
2809,tree3,100,0,5,0
2810,tree3,100,0,5,0
2811,tree3,100,0,5,0
2812,tree3,100,0,5,0
2813,tree3,100,0,5,0
2814,tree3,100,0,5,0
2815,tree3,100,0,5,0
2816,tree3,100,0,5,0
2817,tree3,100,0,5,0
2818,tree3,100,0,5,0
2819,tree3,100,0,5,0
2820,tree3,100,0,5,0
2821,tree3,100,0,5,0
2822,tree3,100,0,5,0
2823,tree3,100,0,5,0
2824,tree3,100,0,5,0
2825,tree3,100,0,5,0
2826,tree3,100,0,5,0
2827,tree3,100,0,5,0
2828,tree3,100,0,5,0
2829,tree3,100,0,5,0
2830,tree3,100,0,5,0
2831,tree3,100,0,5,0
2832,tree3,100,0,5,0
2833,tree3,100,0,5,0
2834,tree3,100,0,5,0
2835,tree3,100,0,5,0
2836,tree3,100,0,5,0
2837,tree3,100,0,5,0
2838,tree3,100,0,5,0
2839,tree3,100,0,5,0
2840,tree3,100,0,5,0
2841,tree3,100,0,5,0
2842,tree3,100,0,5,0
2843,tree3,100,0,5,0
2844,tree3,100,0,5,0
2845,tree3,100,0,5,0
2846,tree3,100,0,5,0
2847,tree3,100,0,5,0
2848,tree3,100,0,5,0
2849,tree3,100,0,5,0
2850,tree3,100,0,5,0
2851,tree1,100,1,5,0
2852,tree1,100,1,5,0
2853,tree1,100,1,5,0
2854,tree1,100,1,5,0
2855,tree1,100,1,5,0
2856,tree1,100,1,5,0
2857,tree1,100,1,5,0
2858,tree1,100,1,5,0
2859,tree1,100,1,5,0
2860,tree1,100,1,5,0
2861,tree1,100,1,5,0
2862,tree1,100,1,5,0
2863,tree1,100,1,5,0
2864,tree1,100,1,5,0
2865,tree1,100,1,5,0
2866,tree1,100,1,5,0
2867,tree1,100,1,5,0
2868,tree1,100,1,5,0
2869,tree1,100,1,5,0
2870,tree1,100,1,5,0
2871,tree1,100,1,5,0
2872,tree1,100,1,5,0
2873,tree1,100,1,5,0
2874,tree1,100,1,5,0
2875,tree1,100,1,5,0
2876,tree1,100,1,5,0
2877,tree1,100,1,5,0
2878,tree1,100,1,5,0
2879,tree1,100,1,5,0
2880,tree1,100,1,5,0
2881,tree1,100,1,5,0
2882,tree1,100,1,5,0
2883,tree1,100,1,5,0
2884,tree1,100,1,5,0
2885,tree1,100,1,5,0
2886,tree1,100,1,5,0
2887,tree1,100,1,5,0
2888,tree1,100,1,5,0
2889,tree1,100,1,5,0
2890,tree1,100,1,5,0
2891,tree1,100,1,5,0
2892,tree1,100,1,5,0
2893,tree1,100,1,5,0
2894,tree1,100,1,5,0
2895,tree1,100,1,5,0
2896,tree1,100,1,5,0
2897,tree1,100,1,5,0
2898,tree1,100,1,5,0
2899,tree1,100,1,5,0
2900,tree1,100,1,5,0
2901,tree2,100,1,5,0
2902,tree2,100,1,5,0
2903,tree2,100,1,5,0
2904,tree2,100,1,5,0
2905,tree2,100,1,5,0
2906,tree2,100,1,5,0
2907,tree2,100,1,5,0
2908,tree2,100,1,5,0
2909,tree2,100,1,5,0
2910,tree2,100,1,5,0
2911,tree2,100,1,5,0
2912,tree2,100,1,5,0
2913,tree2,100,1,5,0
2914,tree2,100,1,5,0
2915,tree2,100,1,5,0
2916,tree2,100,1,5,0
2917,tree2,100,1,5,0
2918,tree2,100,1,5,0
2919,tree2,100,1,5,0
2920,tree2,100,1,5,0
2921,tree2,100,1,5,0
2922,tree2,100,1,5,0
2923,tree2,100,1,5,0
2924,tree2,100,1,5,0
2925,tree2,100,1,5,0
2926,tree2,100,1,5,0
2927,tree2,100,1,5,0
2928,tree2,100,1,5,0
2929,tree2,100,1,5,0
2930,tree2,100,1,5,0
2931,tree2,100,1,5,0
2932,tree2,100,1,5,0
2933,tree2,100,1,5,0
2934,tree2,100,1,5,0
2935,tree2,100,1,5,0
2936,tree2,100,1,5,0
2937,tree2,100,1,5,0
2938,tree2,100,1,5,0
2939,tree2,100,1,5,0
2940,tree2,100,1,5,0
2941,tree2,100,1,5,0
2942,tree2,100,1,5,0
2943,tree2,100,1,5,0
2944,tree2,100,1,5,0
2945,tree2,100,1,5,0
2946,tree2,100,1,5,0
2947,tree2,100,1,5,0
2948,tree2,100,1,5,0
2949,tree2,100,1,5,0
2950,tree2,100,1,5,0
2951,tree3,100,1,5,0
2952,tree3,100,1,5,0
2953,tree3,100,1,5,0
2954,tree3,100,1,5,0
2955,tree3,100,1,5,0
2956,tree3,100,1,5,0
2957,tree3,100,1,5,0
2958,tree3,100,1,5,0
2959,tree3,100,1,5,0
2960,tree3,100,1,5,0
2961,tree3,100,1,5,0
2962,tree3,100,1,5,0
2963,tree3,100,1,5,0
2964,tree3,100,1,5,0
2965,tree3,100,1,5,0
2966,tree3,100,1,5,0
2967,tree3,100,1,5,0
2968,tree3,100,1,5,0
2969,tree3,100,1,5,0
2970,tree3,100,1,5,0
2971,tree3,100,1,5,0
2972,tree3,100,1,5,0
2973,tree3,100,1,5,0
2974,tree3,100,1,5,0
2975,tree3,100,1,5,0
2976,tree3,100,1,5,0
2977,tree3,100,1,5,0
2978,tree3,100,1,5,0
2979,tree3,100,1,5,0
2980,tree3,100,1,5,0
2981,tree3,100,1,5,0
2982,tree3,100,1,5,0
2983,tree3,100,1,5,0
2984,tree3,100,1,5,0
2985,tree3,100,1,5,0
2986,tree3,100,1,5,0
2987,tree3,100,1,5,0
2988,tree3,100,1,5,0
2989,tree3,100,1,5,0
2990,tree3,100,1,5,0
2991,tree3,100,1,5,0
2992,tree3,100,1,5,0
2993,tree3,100,1,5,0
2994,tree3,100,1,5,0
2995,tree3,100,1,5,0
2996,tree3,100,1,5,0
2997,tree3,100,1,5,0
2998,tree3,100,1,5,0
2999,tree3,100,1,5,0
3000,tree3,100,1,5,0
3001,tree1,100,5,5,0
3002,tree1,100,5,5,0
3003,tree1,100,5,5,0
3004,tree1,100,5,5,0
3005,tree1,100,5,5,0
3006,tree1,100,5,5,0
3007,tree1,100,5,5,0
3008,tree1,100,5,5,0
3009,tree1,100,5,5,0
3010,tree1,100,5,5,0
3011,tree1,100,5,5,0
3012,tree1,100,5,5,0
3013,tree1,100,5,5,0
3014,tree1,100,5,5,0
3015,tree1,100,5,5,0
3016,tree1,100,5,5,0
3017,tree1,100,5,5,0
3018,tree1,100,5,5,0
3019,tree1,100,5,5,0
3020,tree1,100,5,5,0
3021,tree1,100,5,5,0
3022,tree1,100,5,5,0
3023,tree1,100,5,5,0
3024,tree1,100,5,5,0
3025,tree1,100,5,5,0
3026,tree1,100,5,5,0
3027,tree1,100,5,5,0
3028,tree1,100,5,5,0
3029,tree1,100,5,5,0
3030,tree1,100,5,5,0
3031,tree1,100,5,5,0
3032,tree1,100,5,5,0
3033,tree1,100,5,5,0
3034,tree1,100,5,5,0
3035,tree1,100,5,5,0
3036,tree1,100,5,5,0
3037,tree1,100,5,5,0
3038,tree1,100,5,5,0
3039,tree1,100,5,5,0
3040,tree1,100,5,5,0
3041,tree1,100,5,5,0
3042,tree1,100,5,5,0
3043,tree1,100,5,5,0
3044,tree1,100,5,5,0
3045,tree1,100,5,5,0
3046,tree1,100,5,5,0
3047,tree1,100,5,5,0
3048,tree1,100,5,5,0
3049,tree1,100,5,5,0
3050,tree1,100,5,5,0
3051,tree2,100,5,5,0
3052,tree2,100,5,5,0
3053,tree2,100,5,5,0
3054,tree2,100,5,5,0
3055,tree2,100,5,5,0
3056,tree2,100,5,5,0
3057,tree2,100,5,5,0
3058,tree2,100,5,5,0
3059,tree2,100,5,5,0
3060,tree2,100,5,5,0
3061,tree2,100,5,5,0
3062,tree2,100,5,5,0
3063,tree2,100,5,5,0
3064,tree2,100,5,5,0
3065,tree2,100,5,5,0
3066,tree2,100,5,5,0
3067,tree2,100,5,5,0
3068,tree2,100,5,5,0
3069,tree2,100,5,5,0
3070,tree2,100,5,5,0
3071,tree2,100,5,5,0
3072,tree2,100,5,5,0
3073,tree2,100,5,5,0
3074,tree2,100,5,5,0
3075,tree2,100,5,5,0
3076,tree2,100,5,5,0
3077,tree2,100,5,5,0
3078,tree2,100,5,5,0
3079,tree2,100,5,5,0
3080,tree2,100,5,5,0
3081,tree2,100,5,5,0
3082,tree2,100,5,5,0
3083,tree2,100,5,5,0
3084,tree2,100,5,5,0
3085,tree2,100,5,5,0
3086,tree2,100,5,5,0
3087,tree2,100,5,5,0
3088,tree2,100,5,5,0
3089,tree2,100,5,5,0
3090,tree2,100,5,5,0
3091,tree2,100,5,5,0
3092,tree2,100,5,5,0
3093,tree2,100,5,5,0
3094,tree2,100,5,5,0
3095,tree2,100,5,5,0
3096,tree2,100,5,5,0
3097,tree2,100,5,5,0
3098,tree2,100,5,5,0
3099,tree2,100,5,5,0
3100,tree2,100,5,5,0
3101,tree3,100,5,5,0
3102,tree3,100,5,5,0
3103,tree3,100,5,5,0
3104,tree3,100,5,5,0
3105,tree3,100,5,5,0
3106,tree3,100,5,5,0
3107,tree3,100,5,5,0
3108,tree3,100,5,5,0
3109,tree3,100,5,5,0
3110,tree3,100,5,5,0
3111,tree3,100,5,5,0
3112,tree3,100,5,5,0
3113,tree3,100,5,5,0
3114,tree3,100,5,5,0
3115,tree3,100,5,5,0
3116,tree3,100,5,5,0
3117,tree3,100,5,5,0
3118,tree3,100,5,5,0
3119,tree3,100,5,5,0
3120,tree3,100,5,5,0
3121,tree3,100,5,5,0
3122,tree3,100,5,5,0
3123,tree3,100,5,5,0
3124,tree3,100,5,5,0
3125,tree3,100,5,5,0
3126,tree3,100,5,5,0
3127,tree3,100,5,5,0
3128,tree3,100,5,5,0
3129,tree3,100,5,5,0
3130,tree3,100,5,5,0
3131,tree3,100,5,5,0
3132,tree3,100,5,5,0
3133,tree3,100,5,5,0
3134,tree3,100,5,5,0
3135,tree3,100,5,5,0
3136,tree3,100,5,5,0
3137,tree3,100,5,5,0
3138,tree3,100,5,5,0
3139,tree3,100,5,5,0
3140,tree3,100,5,5,0
3141,tree3,100,5,5,0
3142,tree3,100,5,5,0
3143,tree3,100,5,5,0
3144,tree3,100,5,5,0
3145,tree3,100,5,5,0
3146,tree3,100,5,5,0
3147,tree3,100,5,5,0
3148,tree3,100,5,5,0
3149,tree3,100,5,5,0
3150,tree3,100,5,5,0
3151,tree1,100,10,5,0
3152,tree1,100,10,5,0
3153,tree1,100,10,5,0
3154,tree1,100,10,5,0
3155,tree1,100,10,5,0
3156,tree1,100,10,5,0
3157,tree1,100,10,5,0
3158,tree1,100,10,5,0
3159,tree1,100,10,5,0
3160,tree1,100,10,5,0
3161,tree1,100,10,5,0
3162,tree1,100,10,5,0
3163,tree1,100,10,5,0
3164,tree1,100,10,5,0
3165,tree1,100,10,5,0
3166,tree1,100,10,5,0
3167,tree1,100,10,5,0
3168,tree1,100,10,5,0
3169,tree1,100,10,5,0
3170,tree1,100,10,5,0
3171,tree1,100,10,5,0
3172,tree1,100,10,5,0
3173,tree1,100,10,5,0
3174,tree1,100,10,5,0
3175,tree1,100,10,5,0
3176,tree1,100,10,5,0
3177,tree1,100,10,5,0
3178,tree1,100,10,5,0
3179,tree1,100,10,5,0
3180,tree1,100,10,5,0
3181,tree1,100,10,5,0
3182,tree1,100,10,5,0
3183,tree1,100,10,5,0
3184,tree1,100,10,5,0
3185,tree1,100,10,5,0
3186,tree1,100,10,5,0
3187,tree1,100,10,5,0
3188,tree1,100,10,5,0
3189,tree1,100,10,5,0
3190,tree1,100,10,5,0
3191,tree1,100,10,5,0
3192,tree1,100,10,5,0
