arbres,tr,nb,outg,outs,outc
3193,tree1,100,10,5,0
3194,tree1,100,10,5,0
3195,tree1,100,10,5,0
3196,tree1,100,10,5,0
3197,tree1,100,10,5,0
3198,tree1,100,10,5,0
3199,tree1,100,10,5,0
3200,tree1,100,10,5,0
3201,tree2,100,10,5,0
3202,tree2,100,10,5,0
3203,tree2,100,10,5,0
3204,tree2,100,10,5,0
3205,tree2,100,10,5,0
3206,tree2,100,10,5,0
3207,tree2,100,10,5,0
3208,tree2,100,10,5,0
3209,tree2,100,10,5,0
3210,tree2,100,10,5,0
3211,tree2,100,10,5,0
3212,tree2,100,10,5,0
3213,tree2,100,10,5,0
3214,tree2,100,10,5,0
3215,tree2,100,10,5,0
3216,tree2,100,10,5,0
3217,tree2,100,10,5,0
3218,tree2,100,10,5,0
3219,tree2,100,10,5,0
3220,tree2,100,10,5,0
3221,tree2,100,10,5,0
3222,tree2,100,10,5,0
3223,tree2,100,10,5,0
3224,tree2,100,10,5,0
3225,tree2,100,10,5,0
3226,tree2,100,10,5,0
3227,tree2,100,10,5,0
3228,tree2,100,10,5,0
3229,tree2,100,10,5,0
3230,tree2,100,10,5,0
3231,tree2,100,10,5,0
3232,tree2,100,10,5,0
3233,tree2,100,10,5,0
3234,tree2,100,10,5,0
3235,tree2,100,10,5,0
3236,tree2,100,10,5,0
3237,tree2,100,10,5,0
3238,tree2,100,10,5,0
3239,tree2,100,10,5,0
3240,tree2,100,10,5,0
3241,tree2,100,10,5,0
3242,tree2,100,10,5,0
3243,tree2,100,10,5,0
3244,tree2,100,10,5,0
3245,tree2,100,10,5,0
3246,tree2,100,10,5,0
3247,tree2,100,10,5,0
3248,tree2,100,10,5,0
3249,tree2,100,10,5,0
3250,tree2,100,10,5,0
3251,tree3,100,10,5,0
3252,tree3,100,10,5,0
3253,tree3,100,10,5,0
3254,tree3,100,10,5,0
3255,tree3,100,10,5,0
3256,tree3,100,10,5,0
3257,tree3,100,10,5,0
3258,tree3,100,10,5,0
3259,tree3,100,10,5,0
3260,tree3,100,10,5,0
3261,tree3,100,10,5,0
3262,tree3,100,10,5,0
3263,tree3,100,10,5,0
3264,tree3,100,10,5,0
3265,tree3,100,10,5,0
3266,tree3,100,10,5,0
3267,tree3,100,10,5,0
3268,tree3,100,10,5,0
3269,tree3,100,10,5,0
3270,tree3,100,10,5,0
3271,tree3,100,10,5,0
3272,tree3,100,10,5,0
3273,tree3,100,10,5,0
3274,tree3,100,10,5,0
3275,tree3,100,10,5,0
3276,tree3,100,10,5,0
3277,tree3,100,10,5,0
3278,tree3,100,10,5,0
3279,tree3,100,10,5,0
3280,tree3,100,10,5,0
3281,tree3,100,10,5,0
3282,tree3,100,10,5,0
3283,tree3,100,10,5,0
3284,tree3,100,10,5,0
3285,tree3,100,10,5,0
3286,tree3,100,10,5,0
3287,tree3,100,10,5,0
3288,tree3,100,10,5,0
3289,tree3,100,10,5,0
3290,tree3,100,10,5,0
3291,tree3,100,10,5,0
3292,tree3,100,10,5,0
3293,tree3,100,10,5,0
3294,tree3,100,10,5,0
3295,tree3,100,10,5,0
3296,tree3,100,10,5,0
3297,tree3,100,10,5,0
3298,tree3,100,10,5,0
3299,tree3,100,10,5,0
3300,tree3,100,10,5,0
3301,tree1,100,20,5,0
3302,tree1,100,20,5,0
3303,tree1,100,20,5,0
3304,tree1,100,20,5,0
3305,tree1,100,20,5,0
3306,tree1,100,20,5,0
3307,tree1,100,20,5,0
3308,tree1,100,20,5,0
3309,tree1,100,20,5,0
3310,tree1,100,20,5,0
3311,tree1,100,20,5,0
3312,tree1,100,20,5,0
3313,tree1,100,20,5,0
3314,tree1,100,20,5,0
3315,tree1,100,20,5,0
3316,tree1,100,20,5,0
3317,tree1,100,20,5,0
3318,tree1,100,20,5,0
3319,tree1,100,20,5,0
3320,tree1,100,20,5,0
3321,tree1,100,20,5,0
3322,tree1,100,20,5,0
3323,tree1,100,20,5,0
3324,tree1,100,20,5,0
3325,tree1,100,20,5,0
3326,tree1,100,20,5,0
3327,tree1,100,20,5,0
3328,tree1,100,20,5,0
3329,tree1,100,20,5,0
3330,tree1,100,20,5,0
3331,tree1,100,20,5,0
3332,tree1,100,20,5,0
3333,tree1,100,20,5,0
3334,tree1,100,20,5,0
3335,tree1,100,20,5,0
3336,tree1,100,20,5,0
3337,tree1,100,20,5,0
3338,tree1,100,20,5,0
3339,tree1,100,20,5,0
3340,tree1,100,20,5,0
3341,tree1,100,20,5,0
3342,tree1,100,20,5,0
3343,tree1,100,20,5,0
3344,tree1,100,20,5,0
3345,tree1,100,20,5,0
3346,tree1,100,20,5,0
3347,tree1,100,20,5,0
3348,tree1,100,20,5,0
3349,tree1,100,20,5,0
3350,tree1,100,20,5,0
3351,tree2,100,20,5,0
3352,tree2,100,20,5,0
3353,tree2,100,20,5,0
3354,tree2,100,20,5,0
3355,tree2,100,20,5,0
3356,tree2,100,20,5,0
3357,tree2,100,20,5,0
3358,tree2,100,20,5,0
3359,tree2,100,20,5,0
3360,tree2,100,20,5,0
3361,tree2,100,20,5,0
3362,tree2,100,20,5,0
3363,tree2,100,20,5,0
3364,tree2,100,20,5,0
3365,tree2,100,20,5,0
3366,tree2,100,20,5,0
3367,tree2,100,20,5,0
3368,tree2,100,20,5,0
3369,tree2,100,20,5,0
3370,tree2,100,20,5,0
3371,tree2,100,20,5,0
3372,tree2,100,20,5,0
3373,tree2,100,20,5,0
3374,tree2,100,20,5,0
3375,tree2,100,20,5,0
3376,tree2,100,20,5,0
3377,tree2,100,20,5,0
3378,tree2,100,20,5,0
3379,tree2,100,20,5,0
3380,tree2,100,20,5,0
3381,tree2,100,20,5,0
3382,tree2,100,20,5,0
3383,tree2,100,20,5,0
3384,tree2,100,20,5,0
3385,tree2,100,20,5,0
3386,tree2,100,20,5,0
3387,tree2,100,20,5,0
3388,tree2,100,20,5,0
3389,tree2,100,20,5,0
3390,tree2,100,20,5,0
3391,tree2,100,20,5,0
3392,tree2,100,20,5,0
3393,tree2,100,20,5,0
3394,tree2,100,20,5,0
3395,tree2,100,20,5,0
3396,tree2,100,20,5,0
3397,tree2,100,20,5,0
3398,tree2,100,20,5,0
3399,tree2,100,20,5,0
3400,tree2,100,20,5,0
3401,tree3,100,20,5,0
3402,tree3,100,20,5,0
3403,tree3,100,20,5,0
3404,tree3,100,20,5,0
3405,tree3,100,20,5,0
3406,tree3,100,20,5,0
3407,tree3,100,20,5,0
3408,tree3,100,20,5,0
3409,tree3,100,20,5,0
3410,tree3,100,20,5,0
3411,tree3,100,20,5,0
3412,tree3,100,20,5,0
3413,tree3,100,20,5,0
3414,tree3,100,20,5,0
3415,tree3,100,20,5,0
3416,tree3,100,20,5,0
3417,tree3,100,20,5,0
3418,tree3,100,20,5,0
3419,tree3,100,20,5,0
3420,tree3,100,20,5,0
3421,tree3,100,20,5,0
3422,tree3,100,20,5,0
3423,tree3,100,20,5,0
3424,tree3,100,20,5,0
3425,tree3,100,20,5,0
3426,tree3,100,20,5,0
3427,tree3,100,20,5,0
3428,tree3,100,20,5,0
3429,tree3,100,20,5,0
3430,tree3,100,20,5,0
3431,tree3,100,20,5,0
3432,tree3,100,20,5,0
3433,tree3,100,20,5,0
3434,tree3,100,20,5,0
3435,tree3,100,20,5,0
3436,tree3,100,20,5,0
3437,tree3,100,20,5,0
3438,tree3,100,20,5,0
3439,tree3,100,20,5,0
3440,tree3,100,20,5,0
3441,tree3,100,20,5,0
3442,tree3,100,20,5,0
3443,tree3,100,20,5,0
3444,tree3,100,20,5,0
3445,tree3,100,20,5,0
3446,tree3,100,20,5,0
3447,tree3,100,20,5,0
3448,tree3,100,20,5,0
3449,tree3,100,20,5,0
3450,tree3,100,20,5,0
3451,tree1,100,50,5,0
3452,tree1,100,50,5,0
3453,tree1,100,50,5,0
3454,tree1,100,50,5,0
3455,tree1,100,50,5,0
3456,tree1,100,50,5,0
3457,tree1,100,50,5,0
3458,tree1,100,50,5,0
3459,tree1,100,50,5,0
3460,tree1,100,50,5,0
3461,tree1,100,50,5,0
3462,tree1,100,50,5,0
3463,tree1,100,50,5,0
3464,tree1,100,50,5,0
3465,tree1,100,50,5,0
3466,tree1,100,50,5,0
3467,tree1,100,50,5,0
3468,tree1,100,50,5,0
3469,tree1,100,50,5,0
3470,tree1,100,50,5,0
3471,tree1,100,50,5,0
3472,tree1,100,50,5,0
3473,tree1,100,50,5,0
3474,tree1,100,50,5,0
3475,tree1,100,50,5,0
3476,tree1,100,50,5,0
3477,tree1,100,50,5,0
3478,tree1,100,50,5,0
3479,tree1,100,50,5,0
3480,tree1,100,50,5,0
3481,tree1,100,50,5,0
3482,tree1,100,50,5,0
3483,tree1,100,50,5,0
3484,tree1,100,50,5,0
3485,tree1,100,50,5,0
3486,tree1,100,50,5,0
3487,tree1,100,50,5,0
3488,tree1,100,50,5,0
3489,tree1,100,50,5,0
3490,tree1,100,50,5,0
3491,tree1,100,50,5,0
3492,tree1,100,50,5,0
3493,tree1,100,50,5,0
3494,tree1,100,50,5,0
3495,tree1,100,50,5,0
3496,tree1,100,50,5,0
3497,tree1,100,50,5,0
3498,tree1,100,50,5,0
3499,tree1,100,50,5,0
3500,tree1,100,50,5,0
3501,tree2,100,50,5,0
3502,tree2,100,50,5,0
3503,tree2,100,50,5,0
3504,tree2,100,50,5,0
3505,tree2,100,50,5,0
3506,tree2,100,50,5,0
3507,tree2,100,50,5,0
3508,tree2,100,50,5,0
3509,tree2,100,50,5,0
3510,tree2,100,50,5,0
3511,tree2,100,50,5,0
3512,tree2,100,50,5,0
3513,tree2,100,50,5,0
3514,tree2,100,50,5,0
3515,tree2,100,50,5,0
3516,tree2,100,50,5,0
3517,tree2,100,50,5,0
3518,tree2,100,50,5,0
3519,tree2,100,50,5,0
3520,tree2,100,50,5,0
3521,tree2,100,50,5,0
3522,tree2,100,50,5,0
3523,tree2,100,50,5,0
3524,tree2,100,50,5,0
3525,tree2,100,50,5,0
3526,tree2,100,50,5,0
3527,tree2,100,50,5,0
3528,tree2,100,50,5,0
3529,tree2,100,50,5,0
3530,tree2,100,50,5,0
3531,tree2,100,50,5,0
3532,tree2,100,50,5,0
3533,tree2,100,50,5,0
3534,tree2,100,50,5,0
3535,tree2,100,50,5,0
3536,tree2,100,50,5,0
3537,tree2,100,50,5,0
3538,tree2,100,50,5,0
3539,tree2,100,50,5,0
3540,tree2,100,50,5,0
3541,tree2,100,50,5,0
3542,tree2,100,50,5,0
3543,tree2,100,50,5,0
3544,tree2,100,50,5,0
3545,tree2,100,50,5,0
3546,tree2,100,50,5,0
3547,tree2,100,50,5,0
3548,tree2,100,50,5,0
3549,tree2,100,50,5,0
3550,tree2,100,50,5,0
3551,tree3,100,50,5,0
3552,tree3,100,50,5,0
3553,tree3,100,50,5,0
3554,tree3,100,50,5,0
3555,tree3,100,50,5,0
3556,tree3,100,50,5,0
3557,tree3,100,50,5,0
3558,tree3,100,50,5,0
3559,tree3,100,50,5,0
3560,tree3,100,50,5,0
3561,tree3,100,50,5,0
3562,tree3,100,50,5,0
3563,tree3,100,50,5,0
3564,tree3,100,50,5,0
3565,tree3,100,50,5,0
3566,tree3,100,50,5,0
3567,tree3,100,50,5,0
3568,tree3,100,50,5,0
3569,tree3,100,50,5,0
3570,tree3,100,50,5,0
3571,tree3,100,50,5,0
3572,tree3,100,50,5,0
3573,tree3,100,50,5,0
3574,tree3,100,50,5,0
3575,tree3,100,50,5,0
3576,tree3,100,50,5,0
3577,tree3,100,50,5,0
3578,tree3,100,50,5,0
3579,tree3,100,50,5,0
3580,tree3,100,50,5,0
3581,tree3,100,50,5,0
3582,tree3,100,50,5,0
3583,tree3,100,50,5,0
3584,tree3,100,50,5,0
3585,tree3,100,50,5,0
3586,tree3,100,50,5,0
3587,tree3,100,50,5,0
3588,tree3,100,50,5,0
3589,tree3,100,50,5,0
3590,tree3,100,50,5,0
3591,tree3,100,50,5,0
3592,tree3,100,50,5,0
3593,tree3,100,50,5,0
3594,tree3,100,50,5,0
3595,tree3,100,50,5,0
3596,tree3,100,50,5,0
3597,tree3,100,50,5,0
3598,tree3,100,50,5,0
3599,tree3,100,50,5,0
3600,tree3,100,50,5,0
3601,tree1,100,0,15,0
3602,tree1,100,0,15,0
3603,tree1,100,0,15,0
3604,tree1,100,0,15,0
3605,tree1,100,0,15,0
3606,tree1,100,0,15,0
3607,tree1,100,0,15,0
3608,tree1,100,0,15,0
3609,tree1,100,0,15,0
3610,tree1,100,0,15,0
3611,tree1,100,0,15,0
3612,tree1,100,0,15,0
3613,tree1,100,0,15,0
3614,tree1,100,0,15,0
3615,tree1,100,0,15,0
3616,tree1,100,0,15,0
3617,tree1,100,0,15,0
3618,tree1,100,0,15,0
3619,tree1,100,0,15,0
3620,tree1,100,0,15,0
3621,tree1,100,0,15,0
3622,tree1,100,0,15,0
3623,tree1,100,0,15,0
3624,tree1,100,0,15,0
3625,tree1,100,0,15,0
3626,tree1,100,0,15,0
3627,tree1,100,0,15,0
3628,tree1,100,0,15,0
3629,tree1,100,0,15,0
3630,tree1,100,0,15,0
3631,tree1,100,0,15,0
3632,tree1,100,0,15,0
3633,tree1,100,0,15,0
3634,tree1,100,0,15,0
3635,tree1,100,0,15,0
3636,tree1,100,0,15,0
3637,tree1,100,0,15,0
3638,tree1,100,0,15,0
3639,tree1,100,0,15,0
3640,tree1,100,0,15,0
3641,tree1,100,0,15,0
3642,tree1,100,0,15,0
3643,tree1,100,0,15,0
3644,tree1,100,0,15,0
3645,tree1,100,0,15,0
3646,tree1,100,0,15,0
3647,tree1,100,0,15,0
3648,tree1,100,0,15,0
3649,tree1,100,0,15,0
3650,tree1,100,0,15,0
3651,tree2,100,0,15,0
3652,tree2,100,0,15,0
3653,tree2,100,0,15,0
3654,tree2,100,0,15,0
3655,tree2,100,0,15,0
3656,tree2,100,0,15,0
3657,tree2,100,0,15,0
3658,tree2,100,0,15,0
3659,tree2,100,0,15,0
3660,tree2,100,0,15,0
3661,tree2,100,0,15,0
3662,tree2,100,0,15,0
3663,tree2,100,0,15,0
3664,tree2,100,0,15,0
3665,tree2,100,0,15,0
3666,tree2,100,0,15,0
3667,tree2,100,0,15,0
3668,tree2,100,0,15,0
3669,tree2,100,0,15,0
3670,tree2,100,0,15,0
3671,tree2,100,0,15,0
3672,tree2,100,0,15,0
3673,tree2,100,0,15,0
3674,tree2,100,0,15,0
3675,tree2,100,0,15,0
3676,tree2,100,0,15,0
3677,tree2,100,0,15,0
3678,tree2,100,0,15,0
3679,tree2,100,0,15,0
3680,tree2,100,0,15,0
3681,tree2,100,0,15,0
3682,tree2,100,0,15,0
3683,tree2,100,0,15,0
3684,tree2,100,0,15,0
3685,tree2,100,0,15,0
3686,tree2,100,0,15,0
3687,tree2,100,0,15,0
3688,tree2,100,0,15,0
3689,tree2,100,0,15,0
3690,tree2,100,0,15,0
3691,tree2,100,0,15,0
3692,tree2,100,0,15,0
3693,tree2,100,0,15,0
3694,tree2,100,0,15,0
3695,tree2,100,0,15,0
3696,tree2,100,0,15,0
3697,tree2,100,0,15,0
3698,tree2,100,0,15,0
3699,tree2,100,0,15,0
3700,tree2,100,0,15,0
3701,tree3,100,0,15,0
3702,tree3,100,0,15,0
3703,tree3,100,0,15,0
3704,tree3,100,0,15,0
3705,tree3,100,0,15,0
3706,tree3,100,0,15,0
3707,tree3,100,0,15,0
3708,tree3,100,0,15,0
3709,tree3,100,0,15,0
3710,tree3,100,0,15,0
3711,tree3,100,0,15,0
3712,tree3,100,0,15,0
3713,tree3,100,0,15,0
3714,tree3,100,0,15,0
3715,tree3,100,0,15,0
3716,tree3,100,0,15,0
3717,tree3,100,0,15,0
3718,tree3,100,0,15,0
3719,tree3,100,0,15,0
3720,tree3,100,0,15,0
3721,tree3,100,0,15,0
3722,tree3,100,0,15,0
3723,tree3,100,0,15,0
3724,tree3,100,0,15,0
3725,tree3,100,0,15,0
3726,tree3,100,0,15,0
3727,tree3,100,0,15,0
3728,tree3,100,0,15,0
3729,tree3,100,0,15,0
3730,tree3,100,0,15,0
3731,tree3,100,0,15,0
3732,tree3,100,0,15,0
3733,tree3,100,0,15,0
3734,tree3,100,0,15,0
3735,tree3,100,0,15,0
3736,tree3,100,0,15,0
3737,tree3,100,0,15,0
3738,tree3,100,0,15,0
3739,tree3,100,0,15,0
3740,tree3,100,0,15,0
3741,tree3,100,0,15,0
3742,tree3,100,0,15,0
3743,tree3,100,0,15,0
3744,tree3,100,0,15,0
3745,tree3,100,0,15,0
3746,tree3,100,0,15,0
3747,tree3,100,0,15,0
3748,tree3,100,0,15,0
3749,tree3,100,0,15,0
3750,tree3,100,0,15,0
3751,tree1,100,1,15,0
3752,tree1,100,1,15,0
3753,tree1,100,1,15,0
3754,tree1,100,1,15,0
3755,tree1,100,1,15,0
3756,tree1,100,1,15,0
3757,tree1,100,1,15,0
3758,tree1,100,1,15,0
3759,tree1,100,1,15,0
3760,tree1,100,1,15,0
3761,tree1,100,1,15,0
3762,tree1,100,1,15,0
3763,tree1,100,1,15,0
3764,tree1,100,1,15,0
3765,tree1,100,1,15,0
3766,tree1,100,1,15,0
3767,tree1,100,1,15,0
3768,tree1,100,1,15,0
3769,tree1,100,1,15,0
3770,tree1,100,1,15,0
3771,tree1,100,1,15,0
3772,tree1,100,1,15,0
3773,tree1,100,1,15,0
3774,tree1,100,1,15,0
3775,tree1,100,1,15,0
3776,tree1,100,1,15,0
3777,tree1,100,1,15,0
3778,tree1,100,1,15,0
3779,tree1,100,1,15,0
3780,tree1,100,1,15,0
3781,tree1,100,1,15,0
3782,tree1,100,1,15,0
3783,tree1,100,1,15,0
3784,tree1,100,1,15,0
3785,tree1,100,1,15,0
3786,tree1,100,1,15,0
3787,tree1,100,1,15,0
3788,tree1,100,1,15,0
3789,tree1,100,1,15,0
3790,tree1,100,1,15,0
3791,tree1,100,1,15,0
3792,tree1,100,1,15,0
3793,tree1,100,1,15,0
3794,tree1,100,1,15,0
3795,tree1,100,1,15,0
3796,tree1,100,1,15,0
3797,tree1,100,1,15,0
3798,tree1,100,1,15,0
3799,tree1,100,1,15,0
3800,tree1,100,1,15,0
3801,tree2,100,1,15,0
3802,tree2,100,1,15,0
3803,tree2,100,1,15,0
3804,tree2,100,1,15,0
3805,tree2,100,1,15,0
3806,tree2,100,1,15,0
3807,tree2,100,1,15,0
3808,tree2,100,1,15,0
3809,tree2,100,1,15,0
3810,tree2,100,1,15,0
3811,tree2,100,1,15,0
3812,tree2,100,1,15,0
3813,tree2,100,1,15,0
3814,tree2,100,1,15,0
3815,tree2,100,1,15,0
3816,tree2,100,1,15,0
3817,tree2,100,1,15,0
3818,tree2,100,1,15,0
3819,tree2,100,1,15,0
3820,tree2,100,1,15,0
3821,tree2,100,1,15,0
3822,tree2,100,1,15,0
3823,tree2,100,1,15,0
3824,tree2,100,1,15,0
3825,tree2,100,1,15,0
3826,tree2,100,1,15,0
3827,tree2,100,1,15,0
3828,tree2,100,1,15,0
3829,tree2,100,1,15,0
3830,tree2,100,1,15,0
3831,tree2,100,1,15,0
3832,tree2,100,1,15,0
3833,tree2,100,1,15,0
3834,tree2,100,1,15,0
3835,tree2,100,1,15,0
3836,tree2,100,1,15,0
3837,tree2,100,1,15,0
3838,tree2,100,1,15,0
3839,tree2,100,1,15,0
3840,tree2,100,1,15,0
3841,tree2,100,1,15,0
3842,tree2,100,1,15,0
3843,tree2,100,1,15,0
3844,tree2,100,1,15,0
3845,tree2,100,1,15,0
3846,tree2,100,1,15,0
3847,tree2,100,1,15,0
3848,tree2,100,1,15,0
3849,tree2,100,1,15,0
3850,tree2,100,1,15,0
3851,tree3,100,1,15,0
3852,tree3,100,1,15,0
3853,tree3,100,1,15,0
3854,tree3,100,1,15,0
3855,tree3,100,1,15,0
3856,tree3,100,1,15,0
3857,tree3,100,1,15,0
3858,tree3,100,1,15,0
3859,tree3,100,1,15,0
3860,tree3,100,1,15,0
3861,tree3,100,1,15,0
3862,tree3,100,1,15,0
3863,tree3,100,1,15,0
3864,tree3,100,1,15,0
3865,tree3,100,1,15,0
3866,tree3,100,1,15,0
3867,tree3,100,1,15,0
3868,tree3,100,1,15,0
3869,tree3,100,1,15,0
3870,tree3,100,1,15,0
3871,tree3,100,1,15,0
3872,tree3,100,1,15,0
3873,tree3,100,1,15,0
3874,tree3,100,1,15,0
3875,tree3,100,1,15,0
3876,tree3,100,1,15,0
3877,tree3,100,1,15,0
3878,tree3,100,1,15,0
3879,tree3,100,1,15,0
3880,tree3,100,1,15,0
3881,tree3,100,1,15,0
3882,tree3,100,1,15,0
3883,tree3,100,1,15,0
3884,tree3,100,1,15,0
3885,tree3,100,1,15,0
3886,tree3,100,1,15,0
3887,tree3,100,1,15,0
3888,tree3,100,1,15,0
3889,tree3,100,1,15,0
3890,tree3,100,1,15,0
3891,tree3,100,1,15,0
3892,tree3,100,1,15,0
3893,tree3,100,1,15,0
3894,tree3,100,1,15,0
3895,tree3,100,1,15,0
3896,tree3,100,1,15,0
3897,tree3,100,1,15,0
3898,tree3,100,1,15,0
3899,tree3,100,1,15,0
3900,tree3,100,1,15,0
3901,tree1,100,5,15,0
3902,tree1,100,5,15,0
3903,tree1,100,5,15,0
3904,tree1,100,5,15,0
3905,tree1,100,5,15,0
3906,tree1,100,5,15,0
3907,tree1,100,5,15,0
3908,tree1,100,5,15,0
3909,tree1,100,5,15,0
3910,tree1,100,5,15,0
3911,tree1,100,5,15,0
3912,tree1,100,5,15,0
3913,tree1,100,5,15,0
3914,tree1,100,5,15,0
3915,tree1,100,5,15,0
3916,tree1,100,5,15,0
3917,tree1,100,5,15,0
3918,tree1,100,5,15,0
3919,tree1,100,5,15,0
3920,tree1,100,5,15,0
3921,tree1,100,5,15,0
3922,tree1,100,5,15,0
3923,tree1,100,5,15,0
3924,tree1,100,5,15,0
3925,tree1,100,5,15,0
3926,tree1,100,5,15,0
3927,tree1,100,5,15,0
3928,tree1,100,5,15,0
3929,tree1,100,5,15,0
3930,tree1,100,5,15,0
3931,tree1,100,5,15,0
3932,tree1,100,5,15,0
3933,tree1,100,5,15,0
3934,tree1,100,5,15,0
3935,tree1,100,5,15,0
3936,tree1,100,5,15,0
3937,tree1,100,5,15,0
3938,tree1,100,5,15,0
3939,tree1,100,5,15,0
3940,tree1,100,5,15,0
3941,tree1,100,5,15,0
3942,tree1,100,5,15,0
3943,tree1,100,5,15,0
3944,tree1,100,5,15,0
3945,tree1,100,5,15,0
3946,tree1,100,5,15,0
3947,tree1,100,5,15,0
3948,tree1,100,5,15,0
3949,tree1,100,5,15,0
3950,tree1,100,5,15,0
3951,tree2,100,5,15,0
3952,tree2,100,5,15,0
3953,tree2,100,5,15,0
3954,tree2,100,5,15,0
3955,tree2,100,5,15,0
3956,tree2,100,5,15,0
3957,tree2,100,5,15,0
3958,tree2,100,5,15,0
3959,tree2,100,5,15,0
3960,tree2,100,5,15,0
3961,tree2,100,5,15,0
3962,tree2,100,5,15,0
3963,tree2,100,5,15,0
3964,tree2,100,5,15,0
3965,tree2,100,5,15,0
3966,tree2,100,5,15,0
3967,tree2,100,5,15,0
3968,tree2,100,5,15,0
3969,tree2,100,5,15,0
3970,tree2,100,5,15,0
3971,tree2,100,5,15,0
3972,tree2,100,5,15,0
3973,tree2,100,5,15,0
3974,tree2,100,5,15,0
3975,tree2,100,5,15,0
3976,tree2,100,5,15,0
3977,tree2,100,5,15,0
3978,tree2,100,5,15,0
3979,tree2,100,5,15,0
3980,tree2,100,5,15,0
3981,tree2,100,5,15,0
3982,tree2,100,5,15,0
3983,tree2,100,5,15,0
3984,tree2,100,5,15,0
3985,tree2,100,5,15,0
3986,tree2,100,5,15,0
3987,tree2,100,5,15,0
3988,tree2,100,5,15,0
3989,tree2,100,5,15,0
3990,tree2,100,5,15,0
3991,tree2,100,5,15,0
3992,tree2,100,5,15,0
3993,tree2,100,5,15,0
3994,tree2,100,5,15,0
3995,tree2,100,5,15,0
3996,tree2,100,5,15,0
3997,tree2,100,5,15,0
3998,tree2,100,5,15,0
3999,tree2,100,5,15,0
4000,tree2,100,5,15,0
4001,tree3,100,5,15,0
4002,tree3,100,5,15,0
4003,tree3,100,5,15,0
4004,tree3,100,5,15,0
4005,tree3,100,5,15,0
4006,tree3,100,5,15,0
4007,tree3,100,5,15,0
4008,tree3,100,5,15,0
4009,tree3,100,5,15,0
4010,tree3,100,5,15,0
4011,tree3,100,5,15,0
4012,tree3,100,5,15,0
4013,tree3,100,5,15,0
4014,tree3,100,5,15,0
4015,tree3,100,5,15,0
4016,tree3,100,5,15,0
4017,tree3,100,5,15,0
4018,tree3,100,5,15,0
4019,tree3,100,5,15,0
4020,tree3,100,5,15,0
4021,tree3,100,5,15,0
4022,tree3,100,5,15,0
4023,tree3,100,5,15,0
4024,tree3,100,5,15,0
4025,tree3,100,5,15,0
4026,tree3,100,5,15,0
4027,tree3,100,5,15,0
4028,tree3,100,5,15,0
4029,tree3,100,5,15,0
4030,tree3,100,5,15,0
4031,tree3,100,5,15,0
4032,tree3,100,5,15,0
4033,tree3,100,5,15,0
4034,tree3,100,5,15,0
4035,tree3,100,5,15,0
4036,tree3,100,5,15,0
4037,tree3,100,5,15,0
4038,tree3,100,5,15,0
4039,tree3,100,5,15,0
4040,tree3,100,5,15,0
4041,tree3,100,5,15,0
4042,tree3,100,5,15,0
4043,tree3,100,5,15,0
4044,tree3,100,5,15,0
4045,tree3,100,5,15,0
4046,tree3,100,5,15,0
4047,tree3,100,5,15,0
4048,tree3,100,5,15,0
4049,tree3,100,5,15,0
4050,tree3,100,5,15,0
4051,tree1,100,10,15,0
4052,tree1,100,10,15,0
4053,tree1,100,10,15,0
4054,tree1,100,10,15,0
4055,tree1,100,10,15,0
4056,tree1,100,10,15,0
4057,tree1,100,10,15,0
4058,tree1,100,10,15,0
4059,tree1,100,10,15,0
4060,tree1,100,10,15,0
4061,tree1,100,10,15,0
4062,tree1,100,10,15,0
4063,tree1,100,10,15,0
4064,tree1,100,10,15,0
4065,tree1,100,10,15,0
4066,tree1,100,10,15,0
4067,tree1,100,10,15,0
4068,tree1,100,10,15,0
4069,tree1,100,10,15,0
4070,tree1,100,10,15,0
4071,tree1,100,10,15,0
4072,tree1,100,10,15,0
4073,tree1,100,10,15,0
4074,tree1,100,10,15,0
4075,tree1,100,10,15,0
4076,tree1,100,10,15,0
4077,tree1,100,10,15,0
4078,tree1,100,10,15,0
4079,tree1,100,10,15,0
4080,tree1,100,10,15,0
4081,tree1,100,10,15,0
4082,tree1,100,10,15,0
4083,tree1,100,10,15,0
4084,tree1,100,10,15,0
4085,tree1,100,10,15,0
4086,tree1,100,10,15,0
4087,tree1,100,10,15,0
4088,tree1,100,10,15,0
4089,tree1,100,10,15,0
4090,tree1,100,10,15,0
4091,tree1,100,10,15,0
4092,tree1,100,10,15,0
4093,tree1,100,10,15,0
4094,tree1,100,10,15,0
4095,tree1,100,10,15,0
4096,tree1,100,10,15,0
4097,tree1,100,10,15,0
4098,tree1,100,10,15,0
4099,tree1,100,10,15,0
4100,tree1,100,10,15,0
4101,tree2,100,10,15,0
4102,tree2,100,10,15,0
4103,tree2,100,10,15,0
4104,tree2,100,10,15,0
4105,tree2,100,10,15,0
4106,tree2,100,10,15,0
4107,tree2,100,10,15,0
4108,tree2,100,10,15,0
4109,tree2,100,10,15,0
4110,tree2,100,10,15,0
4111,tree2,100,10,15,0
4112,tree2,100,10,15,0
4113,tree2,100,10,15,0
4114,tree2,100,10,15,0
4115,tree2,100,10,15,0
4116,tree2,100,10,15,0
4117,tree2,100,10,15,0
4118,tree2,100,10,15,0
4119,tree2,100,10,15,0
4120,tree2,100,10,15,0
4121,tree2,100,10,15,0
4122,tree2,100,10,15,0
4123,tree2,100,10,15,0
4124,tree2,100,10,15,0
