$outgn
character(0)

$outsp
character(0)

$outcell
 Species                            Genes    
 "Dickeya_dadantii..3937Dd"         "GEN438" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN438" 
 "Dickeya_chrysanthem..M074Dc"      "GEN440" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN440" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN441" 
 "Dickeya_solani..RNS070773BDs"     "GEN441" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN441" 
 "Dickeya_chrysanthem..M074Dc"      "GEN441" 
 "Dickeya_solani..M005Ds"           "GEN442" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN443" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN443" 
 "Dickeya_solani..M005Ds"           "GEN446" 
 "Dickeya_sp..S1Ds"                 "GEN450" 
 "Dickeya_sp..S1Ds"                 "GEN452" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN455" 
 "Dickeya_solani..PPO9019Ds"        "GEN456" 
 "Dickeya_solani..RNS050512ADs"     "GEN458" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN458" 
 "Dickeya_solani..M005Ds"           "GEN458" 
 "Dickeya_aquatica..localstrainDa"  "GEN460" 
 "Dickeya_sp..MK7Ds"                "GEN460" 
 "Dickeya_solani..PPO9019Ds"        "GEN463" 
 "Dickeya_zeae..MS1Dz"              "GEN463" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN464" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN464" 
 "Dickeya_sp..S1Ds"                 "GEN464" 
 "Dickeya_solani..M005Ds"           "GEN464" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN466" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN466" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN466" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN466" 
 "Dickeya_solani..MK10Ds"           "GEN467" 
 "Dickeya_solani..PPO9019Ds"        "GEN467" 
 "Dickeya_solani..M005Ds"           "GEN467" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN468" 
 "Dickeya_solani..RNS050512ADs"     "GEN468" 
 "Dickeya_chrysanthem..L11Dc"       "GEN468" 
 "Dickeya_zeae..EC1Dz"              "GEN469" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN470" 
 "Dickeya_zeae..DZ2QDz"             "GEN473" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN474" 
 "Dickeya_zeae..DZ2QDz"             "GEN474" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN474" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN474" 
 "Dickeya_solani..RNS070773BDs"     "GEN476" 
 "Dickeya_solani..PPO9019Ds"        "GEN476" 
 "Dickeya_aquatica..localstrainDa"  "GEN477" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN478" 
 "Dickeya_solani..RNS08082331ADs"   "GEN480" 
 "Dickeya_solani..IFB0099Ds"        "GEN480" 
 "Dickeya_zeae..Ech586Dz"           "GEN482" 
 "Dickeya_solani..RNS070773BDs"     "GEN483" 
 "Cedecea_neteri..ND14bCn"          "GEN484" 
 "Dickeya_zeae..MS1Dz"              "GEN484" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN484" 
 "Dickeya_zeae..MS1Dz"              "GEN486" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN486" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN488" 
 "Dickeya_zeae..MS1Dz"              "GEN488" 
 "Dickeya_solani..MK16Ds"           "GEN490" 
 "Dickeya_solani..MK10Ds"           "GEN490" 
 "Dickeya_solani..PPO9019Ds"        "GEN490" 
 "Dickeya_chrysanthem..L11Dc"       "GEN492" 
 "Dickeya_zeae..MS1Dz"              "GEN493" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN494" 
 "Dickeya_dadantii..3937Dd"         "GEN495" 
 "Dickeya_sp..B16Ds"                "GEN496" 
 "Dickeya_sp..MK7Ds"                "GEN496" 
 "Dickeya_sp..S1Ds"                 "GEN497" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN498" 
 "Dickeya_zeae..MS1Dz"              "GEN501" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN501" 
 "Dickeya_solani..GBBC2040Ds"       "GEN505" 
 "Dickeya_solani..RNS08082331ADs"   "GEN506" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN506" 
 "Dickeya_sp..B16Ds"                "GEN506" 
 "Dickeya_solani..PPO9019Ds"        "GEN507" 
 "Dickeya_dadantii..3937Dd"         "GEN509" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN509" 
 "Dickeya_zeae..DZ2QDz"             "GEN509" 
 "Dickeya_zeae..MS1Dz"              "GEN509" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN510" 
 "Dickeya_sp..B16Ds"                "GEN510" 
 "Dickeya_sp..MK7Ds"                "GEN510" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN511" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN513" 
 "Dickeya_solani..RNS070773BDs"     "GEN513" 
 "Dickeya_sp..B16Ds"                "GEN513" 
 "Dickeya_zeae..DZ2QDz"             "GEN514" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN514" 
 "Dickeya_dadantii..3937Dd"         "GEN515" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN515" 
 "Dickeya_zeae..MS1Dz"              "GEN517" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN517" 
 "Dickeya_chrysanthem..M074Dc"      "GEN519" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN519" 
 "Dickeya_solani..RNS070773BDs"     "GEN519" 
 "Dickeya_zeae..MS1Dz"              "GEN519" 
 "Dickeya_solani..M005Ds"           "GEN519" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN520" 
 "Dickeya_zeae..Ech586Dz"           "GEN520" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN521" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN522" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN523" 
 "Dickeya_aquatica..localstrainDa"  "GEN525" 
 "Dickeya_sp..NCPPB569Ds"           "GEN527" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN527" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN529" 
 "Dickeya_sp..S1Ds"                 "GEN530" 
 "Dickeya_zeae..DZ2QDz"             "GEN532" 
 "Dickeya_zeae..DZ2QDz"             "GEN533" 
 "Dickeya_dadantii..3937Dd"         "GEN534" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN534" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN535" 
 "Dickeya_zeae..Ech586Dz"           "GEN535" 
 "Dickeya_solani..M005Ds"           "GEN536" 
 "Serratia_sp..ATCC39006Ss"         "GEN536" 
 "Dickeya_aquatica..localstrainDa"  "GEN537" 
 "Dickeya_zeae..MS1Dz"              "GEN539" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN540" 
 "Dickeya_zeae..DZ2QDz"             "GEN540" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN543" 
 "Dickeya_zeae..EC1Dz"              "GEN544" 
 "Dickeya_zeae..DZ2QDz"             "GEN544" 
 "Dickeya_zeae..EC1Dz"              "GEN545" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN548" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN548" 
 "Dickeya_solani..M005Ds"           "GEN548" 
 "Dickeya_solani..RNS050512ADs"     "GEN549" 
 "Dickeya_zeae..DZ2QDz"             "GEN549" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN550" 
 "Dickeya_solani..RNS08082331ADs"   "GEN553" 
 "Dickeya_solani..RNS070773BDs"     "GEN553" 
 "Dickeya_sp..CSLRW240Ds"           "GEN553" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN554" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN554" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN554" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN554" 
 "Dickeya_zeae..DZ2QDz"             "GEN556" 
 "Dickeya_chrysanthem..L11Dc"       "GEN556" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN557" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN558" 
 "Dickeya_aquatica..DW0440Da"       "GEN559" 
 "Dickeya_zeae..DZ2QDz"             "GEN564" 
 "Dickeya_zeae..MS1Dz"              "GEN564" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN565" 
 "Dickeya_solani..M005Ds"           "GEN571" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN572" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN573" 
 "Dickeya_dadantii..3937Dd"         "GEN574" 
 "Dickeya_solani..RNS070773BDs"     "GEN574" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN576" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN576" 
 "Dickeya_sp..NCPPB569Ds"           "GEN576" 
 "Dickeya_solani..M005Ds"           "GEN576" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN576" 
 "Cedecea_neteri..ND14bCn"          "GEN578" 
 "Dickeya_sp..CSLRW240Ds"           "GEN580" 
 "Dickeya_sp..MK7Ds"                "GEN580" 
 "Dickeya_solani..RNS070773BDs"     "GEN582" 
 "Dickeya_sp..MK7Ds"                "GEN582" 
 "Dickeya_solani..MK16Ds"           "GEN585" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN586" 
 "Dickeya_chrysanthem..L11Dc"       "GEN586" 
 "Dickeya_chrysanthem..M074Dc"      "GEN587" 
 "Dickeya_sp..MK7Ds"                "GEN587" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN589" 
 "Dickeya_solani..RNS050512ADs"     "GEN590" 
 "Dickeya_zeae..MS1Dz"              "GEN590" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN591" 
 "Dickeya_zeae..DZ2QDz"             "GEN594" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN595" 
 "Dickeya_zeae..MS1Dz"              "GEN595" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN595" 
 "Dickeya_sp..B16Ds"                "GEN595" 
 "Dickeya_sp..MK7Ds"                "GEN595" 
 "Dickeya_zeae..DZ2QDz"             "GEN596" 
 "Dickeya_sp..NCPPB569Ds"           "GEN598" 
 "Dickeya_solani..GBBC2040Ds"       "GEN599" 
 "Dickeya_sp..CSLRW240Ds"           "GEN599" 
 "Dickeya_solani..RNS070773BDs"     "GEN602" 
 "Dickeya_sp..MK7Ds"                "GEN602" 
 "Dickeya_zeae..DZ2QDz"             "GEN605" 
 "Dickeya_solani..RNS070773BDs"     "GEN607" 
 "Dickeya_zeae..MK19Dz"             "GEN607" 
 "Dickeya_sp..CSLRW240Ds"           "GEN608" 
 "Dickeya_solani..RNS070773BDs"     "GEN608" 
 "Dickeya_sp..B16Ds"                "GEN608" 
 "Dickeya_sp..MK7Ds"                "GEN608" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN609" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN610" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN610" 
 "Dickeya_solani..RNS070773BDs"     "GEN611" 
 "Dickeya_sp..S1Ds"                 "GEN611" 
 "Dickeya_sp..MK7Ds"                "GEN615" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN616" 
 "Dickeya_solani..M005Ds"           "GEN620" 
 "Dickeya_zeae..MS1Dz"              "GEN621" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN621" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN622" 
 "Dickeya_zeae..MS1Dz"              "GEN624" 
 "Dickeya_sp..CSLRW240Ds"           "GEN624" 
 "Dickeya_sp..MK7Ds"                "GEN624" 
 "Serratia_sp..ATCC39006Ss"         "GEN626" 
 "Dickeya_zeae..DZ2QDz"             "GEN626" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN626" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN627" 
 "Dickeya_solani..RNS050512ADs"     "GEN627" 
 "Dickeya_solani..M005Ds"           "GEN627" 
 "Dickeya_zeae..MS1Dz"              "GEN628" 
 "Dickeya_solani..PPO9019Ds"        "GEN629" 
 "Dickeya_zeae..MS1Dz"              "GEN631" 
 "Dickeya_sp..S1Ds"                 "GEN632" 
 "Dickeya_chrysanthem..M074Dc"      "GEN634" 
 "Dickeya_chrysanthem..L11Dc"       "GEN634" 
 "Dickeya_dadantii..3937Dd"         "GEN635" 
 "Dickeya_sp..S1Ds"                 "GEN635" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN637" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN637" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN637" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN638" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN638" 
 "Dickeya_solani..RNS070773BDs"     "GEN642" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN643" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN644" 
 "Dickeya_zeae..DZ2QDz"             "GEN647" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN650" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN650" 
 "Dickeya_zeae..Ech586Dz"           "GEN650" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN650" 
 "Serratia_sp..ATCC39006Ss"         "GEN651" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN653" 
 "Dickeya_solani..IPO2222Ds"        "GEN654" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN655" 
 "Dickeya_chrysanthem..M074Dc"      "GEN656" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN660" 
 "Dickeya_sp..MK7Ds"                "GEN662" 
 "Dickeya_solani..PPO9134Ds"        "GEN663" 
 "Dickeya_solani..M005Ds"           "GEN663" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN665" 
 "Dickeya_solani..PPO9019Ds"        "GEN666" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN670" 
 "Dickeya_solani..M005Ds"           "GEN670" 
 "Dickeya_solani..PPO9134Ds"        "GEN672" 
 "Dickeya_sp..S1Ds"                 "GEN673" 
 "Dickeya_solani..MK10Ds"           "GEN679" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN680" 
 "Dickeya_zeae..MS1Dz"              "GEN681" 
 "Dickeya_zeae..DZ2QDz"             "GEN682" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN683" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN683" 
 "Dickeya_zeae..Ech586Dz"           "GEN684" 
 "Dickeya_solani..RNS070773BDs"     "GEN686" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN687" 
 "Dickeya_solani..M005Ds"           "GEN687" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN688" 
 "Dickeya_zeae..MS1Dz"              "GEN688" 
 "Dickeya_solani..RNS050512ADs"     "GEN690" 
 "Dickeya_sp..S1Ds"                 "GEN693" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN694" 
 "Serratia_sp..ATCC39006Ss"         "GEN694" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN696" 
 "Dickeya_zeae..DZ2QDz"             "GEN696" 
 "Dickeya_zeae..Ech586Dz"           "GEN699" 
 "Cedecea_neteri..ND14bCn"          "GEN701" 
 "Dickeya_solani..PPO9134Ds"        "GEN701" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN704" 
 "Dickeya_zeae..DZ2QDz"             "GEN706" 
 "Dickeya_sp..NCPPB569Ds"           "GEN706" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN707" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN707" 
 "Dickeya_solani..IPO2222Ds"        "GEN709" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN710" 
 "Dickeya_aquatica..DW0440Da"       "GEN710" 
 "Dickeya_chrysanthem..M074Dc"      "GEN710" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN715" 
 "Dickeya_solani..PPO9019Ds"        "GEN715" 
 "Dickeya_chrysanthem..M074Dc"      "GEN716" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN716" 
 "Dickeya_zeae..Ech586Dz"           "GEN717" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN718" 
 "Dickeya_solani..M005Ds"           "GEN719" 
 "Dickeya_dadantii_su..NCPPB2976Dd" "GEN723" 
 "Dickeya_solani..RNS050512ADs"     "GEN723" 
 "Dickeya_zeae..EC1Dz"              "GEN724" 
 "Dickeya_zeae..DZ2QDz"             "GEN724" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN725" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN725" 
 "Dickeya_solani..RNS08082331ADs"   "GEN726" 
 "Dickeya_solani..RNS070773BDs"     "GEN726" 
 "Dickeya_zeae..MS1Dz"              "GEN726" 
 "Dickeya_sp..CSLRW240Ds"           "GEN726" 
 "Cedecea_neteri..ND14bCn"          "GEN727" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN730" 
 "Dickeya_dianthicola..IPO980Dd"    "GEN731" 
 "Dickeya_sp..B16Ds"                "GEN731" 
 "Dickeya_solani..PPO9019Ds"        "GEN732" 
 "Serratia_sp..ATCC39006Ss"         "GEN732" 
 "Dickeya_solani..RNS08082331ADs"   "GEN736" 
 "Dickeya_solani..PPO9134Ds"        "GEN736" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN738" 
 "Dickeya_zeae..DZ2QDz"             "GEN739" 
 "Dickeya_aquatica..DW0440Da"       "GEN740" 
 "Dickeya_sp..CSLRW240Ds"           "GEN741" 
 "Dickeya_solani..RNS070773BDs"     "GEN743" 
 "Dickeya_solani..PPO9134Ds"        "GEN745" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN745" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN745" 
 "Dickeya_sp..S1Ds"                 "GEN745" 
 "Dickeya_zeae..DZ2QDz"             "GEN746" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN746" 
 "Dickeya_sp..NCPPB569Ds"           "GEN748" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN749" 
 "Dickeya_solani..RNS08082331ADs"   "GEN754" 
 "Dickeya_sp..B16Ds"                "GEN754" 
 "Dickeya_sp..MK7Ds"                "GEN754" 
 "Dickeya_zeae..MS1Dz"              "GEN756" 
 "Dickeya_aquatica..DW0440Da"       "GEN757" 
 "Dickeya_solani..RNS08082331ADs"   "GEN759" 
 "Dickeya_solani..MK10Ds"           "GEN759" 
 "Dickeya_solani..IFB0099Ds"        "GEN759" 
 "Dickeya_solani..MK10Ds"           "GEN761" 
 "Dickeya_zeae..DZ2QDz"             "GEN764" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN765" 
 "Dickeya_solani..RNS050512ADs"     "GEN766" 
 "Dickeya_zeae..MS1Dz"              "GEN766" 
 "Dickeya_zeae..DZ2QDz"             "GEN768" 
 "Dickeya_chrysanthem..Ech1591Dc"   "GEN769" 
 "Dickeya_zeae..EC1Dz"              "GEN770" 
 "Dickeya_zeae..DZ2QDz"             "GEN770" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN771" 
 "Dickeya_chrysanthem..NCPPB3533Dc" "GEN772" 
 "Dickeya_dadantii..3937Dd"         "GEN772" 
 "Dickeya_zeae..MS1Dz"              "GEN772" 
 "Serratia_sp..ATCC39006Ss"         "GEN772" 
 "Dickeya_dianthicola..NCPPB453Dd"  "GEN774" 
 "Dickeya_solani..MK10Ds"           "GEN774" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN774" 
 "Dickeya_aquatica..localstrainDa"  "GEN774" 
 "Dickeya_sp..B16Ds"                "GEN774" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN774" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN775" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN776" 
 "Cedecea_neteri..ND14bCn"          "GEN776" 
 "Dickeya_solani..M005Ds"           "GEN776" 
 "Dickeya_zeae..DZ2QDz"             "GEN777" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN777" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN777" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN779" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN780" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN780" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN780" 
 "Dickeya_solani..PPO9019Ds"        "GEN782" 
 "Cedecea_neteri..ND14bCn"          "GEN787" 
 "Dickeya_zeae..MS1Dz"              "GEN787" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN792" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN792" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN792" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN793" 
 "Dickeya_dadantii..3937Dd"         "GEN793" 
 "Dickeya_solani..M005Ds"           "GEN793" 
 "Dickeya_zeae..NCPPB3532Dz"        "GEN794" 
 "Dickeya_solani..PPO9019Ds"        "GEN798" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN799" 
 "Dickeya_sp..B16Ds"                "GEN802" 
 "Dickeya_zeae..EC1Dz"              "GEN803" 
 "Dickeya_zeae..DZ2QDz"             "GEN803" 
 "Dickeya_zeae..Ech586Dz"           "GEN803" 
 "Dickeya_sp..2B12Ds"               "GEN803" 
 "Dickeya_sp..S1Ds"                 "GEN804" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN805" 
 "Dickeya_solani..M005Ds"           "GEN805" 
 "Serratia_sp..ATCC39006Ss"         "GEN805" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN807" 
 "Dickeya_zeae..MS1Dz"              "GEN810" 
 "Dickeya_solani..GBBC2040Ds"       "GEN811" 
 "Dickeya_solani..IPO2222Ds"        "GEN811" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN812" 
 "Dickeya_zeae..DZ2QDz"             "GEN812" 
 "Dickeya_zeae..MS1Dz"              "GEN812" 
 "Dickeya_solani..IFB0099Ds"        "GEN813" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN814" 
 "Dickeya_chrysanthem..NCPPB402Dc"  "GEN815" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN815" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN815" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN817" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN817" 
 "Dickeya_solani..PPO9019Ds"        "GEN818" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN819" 
 "Dickeya_zeae..DZ2QDz"             "GEN819" 
 "Dickeya_solani..RNS050512ADs"     "GEN820" 
 "Dickeya_solani..M005Ds"           "GEN820" 
 "Dickeya_zeae..DZ2QDz"             "GEN822" 
 "Dickeya_sp..B16Ds"                "GEN822" 
 "Dickeya_sp..2B12Ds"               "GEN824" 
 "Dickeya_sp..S1Ds"                 "GEN825" 
 "Dickeya_solani..RNS070773BDs"     "GEN826" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN827" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN829" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN830" 
 "Dickeya_sp..B16Ds"                "GEN830" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN830" 
 "Dickeya_dadantii..NCPPB898Dd"     "GEN831" 
 "Dickeya_zeae..MS1Dz"              "GEN832" 
 "Dickeya_chrysanthem..NCPPB516Dc"  "GEN834" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN837" 
 "Dickeya_zeae..MK19Dz"             "GEN837" 
 "Dickeya_zeae..MS1Dz"              "GEN837" 
 "Dickeya_dadantii..3937Dd"         "GEN838" 
 "Dickeya_zeae..MK19Dz"             "GEN840" 
 "Dickeya_solani..RNS08082331ADs"   "GEN841" 
 "Dickeya_solani..PPO9134Ds"        "GEN841" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN842" 
 "Dickeya_solani..RNS070773BDs"     "GEN842" 
 "Dickeya_solani..Ds0432-1Ds"       "GEN843" 
 "Dickeya_solani..RNS070773BDs"     "GEN843" 
 "Dickeya_dianthicola..GBBC2039Dd"  "GEN843" 
 "Dickeya_sp..S1Ds"                 "GEN845" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN847" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN848" 
 "Dickeya_zeae..MS1Dz"              "GEN848" 
 "Dickeya_sp..NCPPB3274Ds"          "GEN848" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN851" 
 "Dickeya_sp..CSLRW240Ds"           "GEN852" 
 "Dickeya_chrysanthem..M074Dc"      "GEN852" 
 "Dickeya_sp..B16Ds"                "GEN853" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN853" 
 "Dickeya_solani..RNS070773BDs"     "GEN853" 
 "Dickeya_solani..PPO9019Ds"        "GEN854" 
 "Dickeya_zeae..MS1Dz"              "GEN854" 
 "Dickeya_zeae..MS1Dz"              "GEN855" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN857" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN858" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN859" 
 "Dickeya_dadantii..NCPPB3537Dd"    "GEN860" 
 "Dickeya_solani..RNS050512ADs"     "GEN861" 
 "Dickeya_sp..S1Ds"                 "GEN861" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN862" 
 "Dickeya_sp..S1Ds"                 "GEN862" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN862" 
 "Dickeya_zeae..DZ2QDz"             "GEN863" 
 "Dickeya_solani..RNS08082331ADs"   "GEN866" 
 "Dickeya_solani..RNS070773BDs"     "GEN866" 
 "Dickeya_zeae..MS1Dz"              "GEN868" 
 "Dickeya_paradisiaca..NCPPB2511Dp" "GEN869" 
 "Dickeya_aquatica..DW0440Da"       "GEN869" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN871" 
 "Dickeya_solani..M005Ds"           "GEN873" 
 "Dickeya_zeae..ZJU1202Dz"          "GEN877" 
 "Dickeya_sp..S1Ds"                 "GEN877" 
 "Dickeya_dianthicola..NCPPB3534Dd" "GEN880" 
 "Dickeya_solani..RNS070773BDs"     "GEN881" 
 "Dickeya_dadantii..3937Dd"         "GEN885" 
 "Dickeya_zeae..DZ2QDz"             "GEN885" 
 "Dickeya_solani..M005Ds"           "GEN886" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN886" 
 "Dickeya_solani..RNS070773BDs"     "GEN887" 
 "Dickeya_solani..RNS08082331ADs"   "GEN890" 
 "Dickeya_solani..MK10Ds"           "GEN890" 
 "Dickeya_solani..IPO2222Ds"        "GEN890" 
 "Serratia_sp..ATCC39006Ss"         "GEN894" 
 "Dickeya_dianthicola..RNS049Dd"    "GEN895" 
 "Dickeya_sp..MK7Ds"                "GEN895" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN896" 
 "Dickeya_chrysanthem..M074Dc"      "GEN897" 
 "Dickeya_zeae..DZ2QDz"             "GEN899" 
 "Dickeya_zeae..CSLRW192Dz"         "GEN899" 
 "Dickeya_zeae..NCPPB3531Dz"        "GEN899" 
 "Dickeya_zeae..NCPPB2538Dz"        "GEN902" 
